CreatedAt,ID,ActualTweet,Source,Truncated,InReplyToStatusID,InReplyToUserID,InReplyToScreenName,UserID,UserScreenName,GEO,Coordinates,PlaceID,PlaceURL,PlaceType,PlaceName,PlaceFullName,PlaceCountryCode,PlaceCountry,Contributors,RetweetCount,FavouriteCount,Hashtags,Symbols,URL,URLInTweetExpanded,Indices,MediaIndices,MediaURL,MediaURLShort,MediaType,UserMentionScreenName,UserMentionName,UserMentionID,Favourited,Retweeted,PossiblySensitive,Language,Classifier,TweetLength
Tue Jul 22 16:36:34 +0000 2014,491622844749455360,"BREAKING: FAA orders US airlines not to fly to or from Israel's Ben Gurion Airport ""for a period of up to 24 hours"" - @ABCAviation","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,28785486,ABC,,,,,,,,,,,168,32,,,,,,,,,,ABCaviation,Matthew Hosford,22505954,false,false,,en,1,134
Tue Jul 22 16:29:53 +0000 2014,491621163580129280,UPDATE: US Airways joins Delta and United in canceling flights Tuesday to Israel's Ben Gurion Airport over rocket fears - @ABCaviation,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,28785486,ABC,,,,,,,,,,,81,27,,,,,,,,,,ABCaviation,Matthew Hosford,22505954,false,false,,en,1,134
Tue Jul 22 16:24:30 +0000 2014,491619807041581056,RT @KiritRadia: Interpol says identification of #MH17 victims will begin in Kharkiv and continue once remains reach the Netherlands,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,28785486,ABC,,,,,,,,,,,36,0,MH17,,,,,,,,,KiritRadia,Kirit Radia,62849256,false,false,,en,1,134
Tue Jul 22 16:22:05 +0000 2014,491619197252673536,"In Rifle, Colo., a restaurant serves up a helping of 2nd Amendment: http://t.co/HLXBq34Eh1 - @Clayton_Sandell http://t.co/zT2vKMIGNr","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,28785486,ABC,,,,,,,,,,,46,42,,,http://t.co/HLXBq34Eh1,http://abcn.ws/1kNexam,90,132,http://pbs.twimg.com/media/BtKVDeuCUAAkzLB.jpg,http://t.co/zT2vKMIGNr,photo,Clayton_Sandell,Clayton Sandell,60923421,false,false,false,en,1,134
Tue Jul 22 16:10:44 +0000 2014,491616344559722496,"JUST IN: United ""suspending operations to and from"" Tel Aviv, Israel, ""until further notice"" - @ABCaviation http://t.co/H1XslelQDP","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,28785486,ABC,,,,,,,,,,,85,29,,,http://t.co/H1XslelQDP,http://abcn.ws/1nagjXG,130,,,,,ABCaviation,Matthew Hosford,22505954,false,false,false,en,1,134
Tue Jul 22 16:08:08 +0000 2014,491615687450689536,"Interpol says teams have begun process of identifying victims of Flight MH17 in Kharkiv, Ukraine - @WorldNews","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,28785486,ABC,,,,,,,,,,,53,24,,,,,,,,,,WorldNews,ABC Foreign Desk,78630078,false,false,,en,1,109
Tue Jul 22 16:02:27 +0000 2014,491614257713131520,NEW: Federal appeals court delivers potentially serious setback to Obamacare - @ABCPolitics - http://t.co/NxC5EkQlNf,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,28785486,ABC,,,,,,,,,,,38,14,,,http://t.co/NxC5EkQlNf,http://abcn.ws/1ryqDf9,116,,,,,ABCPolitics,ABC News Politics,16815644,false,false,false,en,1,116
Tue Jul 22 15:31:54 +0000 2014,491606569939779584,RT @marykbruce: President Obama is visiting the Dutch Embassy in D.C. to sign a condolence book for the victims of MH17.,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,28785486,ABC,,,,,,,,,,,67,0,,,,,,,,,,marykbruce,Mary Bruce,21215620,false,false,,en,1,120
Tue Jul 22 15:19:49 +0000 2014,491603530478669824,BREAKING: Delta suspending service to and from Israel's Ben Gurion Airport over rocket fears - @worldnews - http://t.co/H1XslelQDP,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,28785486,ABC,,,,,,,,,,,99,32,,,http://t.co/H1XslelQDP,http://abcn.ws/1nagjXG,130,,,,,WorldNews,ABC Foreign Desk,78630078,false,false,false,en,1,134
Tue Jul 22 15:16:36 +0000 2014,491602717555445760,JUST IN: Delta flight from New York City to Tel Aviv diverted to Paris on Tues. morning after rocket from Gaza hit near Ben Gurion Airport.,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,28785486,ABC,,,,,,,,,,,219,51,,,,,,,,,,,,,false,false,,en,1,134
Tue Jul 22 15:00:31 +0000 2014,491598673722101761,American flags on New York City's Brooklyn Bridge mysteriously replaced with white flags: http://t.co/Er3IShrMM4 http://t.co/LXrHaTCQ3j,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,28785486,ABC,,,,,,,,,,,1505,481,,,http://t.co/Er3IShrMM4,http://abcn.ws/1nQPO55,112,135,http://pbs.twimg.com/media/BtJ8t06CUAExhDV.png,http://t.co/LXrHaTCQ3j,photo,,,,false,false,false,en,1,134
Tue Jul 22 14:51:31 +0000 2014,491596408693088257,"At Dutch request, British investigators to retrieve data from Flight MH17 black boxes for int'l analysis, PM Cameron says - @WorldNews","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,28785486,ABC,,,,,,,,,,,29,15,,,,,,,,,,WorldNews,ABC Foreign Desk,78630078,false,false,,en,1,134
Tue Jul 22 14:20:14 +0000 2014,491588535166586882,"Girl who survived ""Slender Man"" attack receives anonymous Purple Heart: http://t.co/Wwp6MJEREb http://t.co/x1e81MbOaj","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,28785486,ABC,,,,,,,,,,,121,160,,,http://t.co/Wwp6MJEREb,http://abcn.ws/1uaLpDu,94,117,http://pbs.twimg.com/media/BtJ5KuKCMAEPc0M.jpg,http://t.co/x1e81MbOaj,photo,,,,false,false,false,en,1,117
Tue Jul 22 14:09:37 +0000 2014,491585861973069824,"RT @TerryMoran: All day at the #MH17 crash sites, we've been hearing shelling and bombing in the distance.","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,28785486,ABC,,,,,,,,,,,59,0,MH17,,,,,,,,,TerryMoran,Terry Moran,15234546,false,false,,en,1,106
Tue Jul 22 14:03:20 +0000 2014,491584282209419264,"Flight MH17 wreckage has been ?significantly altered,? international monitors say: http://t.co/0X0lSlzq6Q http://t.co/VEiMhbspPz","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,28785486,ABC,,,,,,,,,,,167,52,,,http://t.co/0X0lSlzq6Q,http://abcn.ws/1sKImQR,105,128,http://pbs.twimg.com/media/BtJ1TJVCAAAZU8e.png,http://t.co/VEiMhbspPz,photo,,,,false,false,false,en,1,128
Tue Jul 22 13:00:20 +0000 2014,491568425341177857,World heat record broken 2 months in a row: http://t.co/pcwcy5eZgt - @ABCWorldNews http://t.co/IsxULylHTd,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,28785486,ABC,,,,,,,,,,,202,74,,,http://t.co/pcwcy5eZgt,http://abcn.ws/1nvn3Rd,66,105,http://pbs.twimg.com/media/BtGppgHCQAAsJcl.jpg,http://t.co/IsxULylHTd,photo,ABCWorldNews,ABC World News,86141342,false,false,false,en,1,105
Tue Jul 22 12:00:13 +0000 2014,491553297472319489,"""We're people and we love each other.""

The #JewsAndArabsRefuseToBeEnemies movement: http://t.co/kIg1AZ26rc http://t.co/mR4lsfpGv3","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,28785486,ABC,,,,,,,,,,,357,320,JewsAndArabsRefuseToBeEnemies,,http://t.co/kIg1AZ26rc,http://abcn.ws/1nul3bR,107,130,http://pbs.twimg.com/media/BtFFUk2CMAE3LVJ.jpg,http://t.co/mR4lsfpGv3,photo,,,,false,false,false,en,1,134
Tue Jul 22 11:00:06 +0000 2014,491538168533905408,"In to pitch for the Padres, from Oceanside, Calif., 105-year-old Agnes McKee - WATCH: http://t.co/wTLRtsFMjb http://t.co/UAVKKTSyoi","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,28785486,ABC,,,,,,,,,,,44,58,,,http://t.co/wTLRtsFMjb,http://on.fb.me/1trMp23,108,131,http://pbs.twimg.com/media/BtGGkeZCUAA7UiR.png,http://t.co/UAVKKTSyoi,photo,,,,false,false,false,en,1,134
Tue Jul 22 10:00:16 +0000 2014,491523112081444865,"""The hospital is coming down over our heads"" - Gaza hospitals caught in the crossfire: http://t.co/3mnldEy8X6 http://t.co/ektA8e3V0Z","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,28785486,ABC,,,,,,,,,,,159,65,,,http://t.co/3mnldEy8X6,http://abcn.ws/WyI0Qn,109,132,http://pbs.twimg.com/media/BtGwS1zCYAA5Vd_.png,http://t.co/ektA8e3V0Z,photo,,,,false,false,false,en,1,134
Tue Jul 22 09:21:04 +0000 2014,491513247091011584,"Train carrying victims' remains arrives in Kharkiv, Ukraine, on its way to the Netherlands http://t.co/wZLwv06oNR","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,28785486,ABC,,,,,,,,,,,32,11,,,http://t.co/wZLwv06oNR,http://abcn.ws/1p7LO46,113,,,,,,,,false,false,false,en,1,113
Tue Jul 22 09:08:49 +0000 2014,491510164776685568,Girl attacked in 'Slender Man' case receives anonymous Purple Heart http://t.co/Wwp6MJEREb,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,28785486,ABC,,,,,,,,,,,34,42,,,http://t.co/Wwp6MJEREb,http://abcn.ws/1uaLpDu,90,,,,,,,,false,false,false,en,1,90
Tue Jul 22 08:37:20 +0000 2014,491502241920995329,Will anyone ever be held responsible for the downed Malaysia Airlines plane? http://t.co/BRTyR4xxLc,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,28785486,ABC,,,,,,,,,,,41,19,,,http://t.co/BRTyR4xxLc,http://abcn.ws/1nfpxRZ,99,,,,,,,,false,false,false,en,1,99
Tue Jul 22 07:10:47 +0000 2014,491480461302968321,EPA Office of Water is addicted to Kim Kardashian mobile game http://t.co/6PiwkEjges,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,28785486,ABC,,,,,,,,,,,38,32,,,http://t.co/6PiwkEjges,http://abcn.ws/1p9gxhg,84,,,,,,,,false,false,false,en,1,84
Tue Jul 22 05:06:03 +0000 2014,491449071136018432,"Texas Gov. Perry deploying troops to border for ""referring and deterring"" - http://t.co/mVg49H2wEX - @JimAvilaABC http://t.co/VhcZvSc5zU","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,28785486,ABC,,,,,,,,,,,59,54,,,http://t.co/mVg49H2wEX,http://abcn.ws/UnSwrq,98,136,http://pbs.twimg.com/media/BtHsw0jCcAEdpJi.jpg,http://t.co/VhcZvSc5zU,photo,JimAvilaABC,Jim Avila,183712785,false,false,false,en,1,134
Tue Jul 22 04:00:12 +0000 2014,491432499600310272,Ramadan Iftar meals from around the world - PHOTOS: http://t.co/BCqu9EixJf http://t.co/2XCIwwGvyH,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,28785486,ABC,,,,,,,,,,,111,110,,,http://t.co/BCqu9EixJf,http://abcn.ws/1wSaYoJ,74,97,http://pbs.twimg.com/media/BtGQ1zlCYAARm2x.png,http://t.co/2XCIwwGvyH,photo,,,,false,false,false,en,1,97
Tue Jul 22 03:33:12 +0000 2014,491425701900193792,Drone footage shows entire neighborhoods burned to the ground by Washington wildfire: http://t.co/Daf0DjfEdL http://t.co/XiZcvWXKsq,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,28785486,ABC,,,,,,,,,,,106,53,,,http://t.co/Daf0DjfEdL,http://abcn.ws/1ntYkg8,108,131,http://pbs.twimg.com/media/BtEoAj8CQAAxWm_.png,http://t.co/XiZcvWXKsq,photo,,,,false,false,false,en,1,134
Tue Jul 22 03:22:00 +0000 2014,491422885773574145,"""The hospital was just hit again by [an Israeli] tank shell"" - Inside a chaotic Gaza hospital: http://t.co/DZa3Ovo5KE http://t.co/ZSq84qV4TI","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,28785486,ABC,,,,,,,,,,,891,218,,,http://t.co/DZa3Ovo5KE,http://abcn.ws/1loaAJc,117,140,http://pbs.twimg.com/media/BtHhWykCQAAkmam.jpg,http://t.co/ZSq84qV4TI,photo,,,,false,false,false,en,1,134
Tue Jul 22 03:15:05 +0000 2014,491421143614488576,"Mother of former Marine jailed in Iran writes to Pres. Obama: ""I plead that you do not forget Amir"" - http://t.co/ze63mccuF5","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,28785486,ABC,,,,,,,,,,,41,36,,,http://t.co/ze63mccuF5,http://abcn.ws/1n6mTOX,124,,,,,,,,false,false,false,en,1,124
Tue Jul 22 03:02:14 +0000 2014,491417911097974785,"Fla. police officer fired for KKK ties was working undercover, ex-wife claims: http://t.co/bkHcKWXqdq - @mkeneally","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,28785486,ABC,,,,,,,,,,,56,29,,,http://t.co/bkHcKWXqdq,http://abcn.ws/UmZDR6,101,,,,,mkeneally,Meghan Keneally,28196767,false,false,false,en,1,114
Tue Jul 22 02:31:15 +0000 2014,491410113647742976,"In to pitch for the San Diego Padres, from Oceanside, Calif., 105-year-old Agnes McKee: http://t.co/sesufrrkKB http://t.co/UAVKKTSyoi","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,28785486,ABC,,,,,,,,,,,93,180,,,http://t.co/sesufrrkKB,http://abcn.ws/1jSf0x5,110,133,http://pbs.twimg.com/media/BtGGkeZCUAA7UiR.png,http://t.co/UAVKKTSyoi,photo,,,,false,false,false,en,1,134
Tue Jul 22 02:02:11 +0000 2014,491402798764789761,"With her late father unable to be there, a special guest walks bride down the aisle - WATCH: http://t.co/JM0Lb0Ck3L http://t.co/AbpN5iT7YB","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,28785486,ABC,,,,,,,,,,,82,95,,,http://t.co/JM0Lb0Ck3L,http://abcn.ws/1p2E1C0,115,138,http://pbs.twimg.com/media/BtFkmn8CQAAlqpo.jpg,http://t.co/AbpN5iT7YB,photo,,,,false,false,false,en,1,134
Tue Jul 22 02:02:11 +0000 2014,491402798735450112,"""We're people and we love each other.""

The #JewsAndArabsRefuseToBeEnemies movement - http://t.co/kIg1AZ26rc http://t.co/mR4lsfpGv3","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,28785486,ABC,,,,,,,,,,,1045,926,JewsAndArabsRefuseToBeEnemies,,http://t.co/kIg1AZ26rc,http://abcn.ws/1nul3bR,108,131,http://pbs.twimg.com/media/BtFFUk2CMAE3LVJ.jpg,http://t.co/mR4lsfpGv3,photo,,,,false,false,false,en,1,134
Tue Jul 22 01:44:11 +0000 2014,491398268572549121,11-year-old girl is 10th child to be killed in Chicago gun violence this summer: http://t.co/I9XNBeXGku http://t.co/1qCYTctcoz,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,28785486,ABC,,,,,,,,,,,296,76,,,http://t.co/I9XNBeXGku,http://abcn.ws/1yRuepg,103,126,http://pbs.twimg.com/media/BtGscuoCEAAYd_V.jpg,http://t.co/1qCYTctcoz,photo,,,,false,false,false,en,1,126
Tue Jul 22 01:32:04 +0000 2014,491395220785725440,"Birthday reveler leaves $1,000 tip for waiter: ""Pay it forward"" - http://t.co/EuFZg4I5u1 http://t.co/pyOLxmokMH","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,28785486,ABC,,,,,,,,,,,318,412,,,http://t.co/EuFZg4I5u1,http://abcn.ws/1zXZN2r,88,111,http://pbs.twimg.com/media/BtGsPnwCMAAzHPL.jpg,http://t.co/pyOLxmokMH,photo,,,,false,false,false,en,1,111
Tue Jul 22 01:16:59 +0000 2014,491391421505482753,4 EMTs who responded after an NYPD cop put a man in an apparent chokehold have been suspended http://t.co/sWSd4dItcf,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",false,,,,28785486,ABC,,,,,,,,,,,94,51,,,http://t.co/sWSd4dItcf,http://abcn.ws/1wSO4ha,116,,,,,,,,false,false,false,en,1,116
Tue Jul 22 01:15:05 +0000 2014,491390945632350208,Rebel leader presents what he says are Flight MH17 black boxes to Malaysian officials: http://t.co/kOQJll1T17 http://t.co/raTLiwDnI7,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,28785486,ABC,,,,,,,,,,,97,33,,,http://t.co/kOQJll1T17,http://abcn.ws/1qwLYGh,109,132,http://pbs.twimg.com/media/BtGoM4ECQAEx0Ip.jpg,http://t.co/raTLiwDnI7,photo,,,,false,false,false,en,1,134
Tue Jul 22 01:01:15 +0000 2014,491387463902834688,World heat record broken 2 months in a row: http://t.co/pcwcy5eZgt - @ABCWorldNews http://t.co/FqKOZNSUm1,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,28785486,ABC,,,,,,,,,,,268,103,,,http://t.co/pcwcy5eZgt,http://abcn.ws/1nvn3Rd,66,105,http://pbs.twimg.com/media/BtGpZLACcAAzSN8.jpg,http://t.co/FqKOZNSUm1,photo,ABCWorldNews,ABC World News,86141342,false,false,false,en,1,105
Tue Jul 22 00:44:03 +0000 2014,491383133908905984,US renews warning to Americans to leave Yemen due to ?extremely high? security threat: http://t.co/aQzqsB0a6Z,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,28785486,ABC,,,,,,,,,,,68,27,,,http://t.co/aQzqsB0a6Z,http://abcn.ws/1ncEAvE,109,,,,,,,,false,false,false,en,1,109
Tue Jul 22 00:16:07 +0000 2014,491376103529779201,"Netflix says it now has 50,000,000 worldwide subscribers, expects growth to continue: http://t.co/Nrr6PfQlEh","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,28785486,ABC,,,,,,,,,,,98,97,,,http://t.co/Nrr6PfQlEh,http://abcn.ws/1zYX7S7,108,,,,,,,,false,false,false,en,1,108
Tue Jul 22 00:01:03 +0000 2014,491372315616096257,Army Staff Sgt. Ryan Pitts awarded the Medal of Honor: http://t.co/5kGumK6NS2 http://t.co/1jx2PyPaT2,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,28785486,ABC,,,,,,,,,,,177,237,,,http://t.co/5kGumK6NS2,http://abcn.ws/1k8sSn9,77,100,http://pbs.twimg.com/media/BtF2JVKCYAAYUYW.png,http://t.co/1jx2PyPaT2,photo,,,,false,false,false,en,1,100
Mon Jul 21 23:56:17 +0000 2014,491371112006049792,"RT @KiritRadia: ""I can see that the black boxes are intact, although a bit damaged. In good condition."" - Malaysian Col Mohamed Sakri tonig?","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,28785486,ABC,,,,,,,,,,,174,0,MH17,,,,,,,,,KiritRadia,Kirit Radia,62849256,false,false,,en,1,134
Mon Jul 21 23:42:37 +0000 2014,491367672945188865,"""The hospital is coming down over our heads"" - Gaza hospitals caught in the crossfire: http://t.co/3mnldEy8X6 http://t.co/ektA8e3V0Z","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,28785486,ABC,,,,,,,,,,,414,114,,,http://t.co/3mnldEy8X6,http://abcn.ws/WyI0Qn,109,132,http://pbs.twimg.com/media/BtGwS1zCYAA5Vd_.png,http://t.co/ektA8e3V0Z,photo,,,,false,false,false,en,1,134
Mon Jul 21 23:21:50 +0000 2014,491362446158737408,Sec. Kerry arrives in Cairo with mission to help broker end to bloodshed between Israel and Hamas: http://t.co/XRF0QPAtoC - @AliABCNews,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,28785486,ABC,,,,,,,,,,,47,38,,,http://t.co/XRF0QPAtoC,http://abcn.ws/1nvmM0A,121,,,,,AliABCNews,Ali Weinberg,49620730,false,false,false,en,1,134
Mon Jul 21 23:07:15 +0000 2014,491358774230130688,UPDATE: Rebel leader presents what he says are Flight MH17 black boxes to Malaysian officials: http://t.co/kOQJll1T17 http://t.co/raTLiwDnI7,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,28785486,ABC,,,,,,,,,,,390,94,,,http://t.co/kOQJll1T17,http://abcn.ws/1qwLYGh,117,140,http://pbs.twimg.com/media/BtGoM4ECQAEx0Ip.jpg,http://t.co/raTLiwDnI7,photo,,,,false,false,false,en,1,134
Mon Jul 21 23:00:34 +0000 2014,491357092540727296,"Texas Gov. Perry deploying National Guard troops to border for ""referring and deterring"" - http://t.co/FwZlDuutCe http://t.co/7NaD8RUOgE","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,28785486,ABC,,,,,,,,,,,62,47,,,http://t.co/FwZlDuutCe,http://abcn.ws/1qxfA6r,113,136,http://pbs.twimg.com/media/BtGmq9PCIAAIw6y.png,http://t.co/7NaD8RUOgE,photo,,,,false,false,false,en,1,134
